site_id,action,eval_fiscal_year,fy_start,fy_end,count
19728,violation,2016 / 2017,2016,2017,1
19728,violation,2019 / 2020,2019,2020,6
19729,inspection,2012 / 2013,2012,2013,1
19729,inspection,2017 / 2018,2017,2018,1
19729,inspection,2018 / 2019,2018,2019,1
19729,violation,2017 / 2018,2017,2018,2
19735,inspection,2013 / 2014,2013,2014,2
19735,inspection,2014 / 2015,2014,2015,1
19735,inspection,2016 / 2017,2016,2017,1
19735,inspection,2017 / 2018,2017,2018,1
19735,violation,2013 / 2014,2013,2014,1
19735,violation,2016 / 2017,2016,2017,1
19749,inspection,2012 / 2013,2012,2013,2
19749,inspection,2014 / 2015,2014,2015,1
19749,inspection,2015 / 2016,2015,2016,1
19749,inspection,2016 / 2017,2016,2017,4
19749,inspection,2017 / 2018,2017,2018,5
19749,inspection,2018 / 2019,2018,2019,1
19749,inspection,2019 / 2020,2019,2020,1
19749,violation,2012 / 2013,2012,2013,1
19749,violation,2014 / 2015,2014,2015,2
19749,violation,2016 / 2017,2016,2017,13
19749,violation,2018 / 2019,2018,2019,6
19749,violation,2019 / 2020,2019,2020,6
19750,inspection,2012 / 2013,2012,2013,3
19750,inspection,2015 / 2016,2015,2016,2
19750,inspection,2019 / 2020,2019,2020,2
19750,violation,2012 / 2013,2012,2013,1
19768,inspection,2015 / 2016,2015,2016,1
19768,inspection,2017 / 2018,2017,2018,1
19768,inspection,2019 / 2020,2019,2020,1
19768,violation,2015 / 2016,2015,2016,2
19804,inspection,2014 / 2015,2014,2015,3
19804,inspection,2015 / 2016,2015,2016,1
19804,inspection,2016 / 2017,2016,2017,1
19804,inspection,2017 / 2018,2017,2018,1
19804,inspection,2018 / 2019,2018,2019,3
19804,inspection,2019 / 2020,2019,2020,1
19804,violation,2014 / 2015,2014,2015,6
19804,violation,2015 / 2016,2015,2016,3
19804,violation,2017 / 2018,2017,2018,7
19804,violation,2018 / 2019,2018,2019,8
19804,violation,2019 / 2020,2019,2020,7
19805,inspection,2015 / 2016,2015,2016,2
19805,inspection,2018 / 2019,2018,2019,2
19805,violation,2018 / 2019,2018,2019,4
19818,inspection,2013 / 2014,2013,2014,3
19818,inspection,2017 / 2018,2017,2018,1
19819,inspection,2014 / 2015,2014,2015,1
19819,inspection,2015 / 2016,2015,2016,1
19819,inspection,2016 / 2017,2016,2017,1
19819,inspection,2017 / 2018,2017,2018,1
19819,inspection,2018 / 2019,2018,2019,1
19819,inspection,2019 / 2020,2019,2020,1
19819,violation,2014 / 2015,2014,2015,1
19819,violation,2015 / 2016,2015,2016,5
19819,violation,2016 / 2017,2016,2017,7
19819,violation,2017 / 2018,2017,2018,9
19819,violation,2018 / 2019,2018,2019,6
19819,violation,2019 / 2020,2019,2020,3
19865,enf_action,2018 / 2019,2018,2019,1
19865,inspection,2015 / 2016,2015,2016,1
19865,inspection,2018 / 2019,2018,2019,1
19865,violation,2018 / 2019,2018,2019,1
19914,inspection,2013 / 2014,2013,2014,1
19914,inspection,2017 / 2018,2017,2018,1
19915,inspection,2012 / 2013,2012,2013,1
19915,inspection,2013 / 2014,2013,2014,1
19915,inspection,2017 / 2018,2017,2018,1
19920,enf_action,2014 / 2015,2014,2015,1
19920,inspection,2014 / 2015,2014,2015,1
19920,inspection,2016 / 2017,2016,2017,2
19920,inspection,2019 / 2020,2019,2020,1
19920,violation,2014 / 2015,2014,2015,2
19920,violation,2016 / 2017,2016,2017,1
19920,violation,2019 / 2020,2019,2020,2
19923,enf_action,2013 / 2014,2013,2014,2
19923,enf_action,2014 / 2015,2014,2015,1
19923,inspection,2013 / 2014,2013,2014,2
19923,inspection,2014 / 2015,2014,2015,1
19923,inspection,2015 / 2016,2015,2016,2
19923,inspection,2016 / 2017,2016,2017,1
19923,inspection,2017 / 2018,2017,2018,2
19923,inspection,2018 / 2019,2018,2019,5
19923,inspection,2019 / 2020,2019,2020,2
19923,violation,2013 / 2014,2013,2014,8
19923,violation,2014 / 2015,2014,2015,2
19923,violation,2016 / 2017,2016,2017,1
19923,violation,2017 / 2018,2017,2018,4
19923,violation,2018 / 2019,2018,2019,9
19923,violation,2019 / 2020,2019,2020,7
19943,inspection,2017 / 2018,2017,2018,2
19943,violation,2017 / 2018,2017,2018,2
19977,inspection,2016 / 2017,2016,2017,1
20070,inspection,2015 / 2016,2015,2016,2
20070,inspection,2016 / 2017,2016,2017,4
20070,inspection,2019 / 2020,2019,2020,1
20070,violation,2015 / 2016,2015,2016,3
20070,violation,2019 / 2020,2019,2020,2
20072,inspection,2018 / 2019,2018,2019,1
20079,inspection,2013 / 2014,2013,2014,3
20079,inspection,2016 / 2017,2016,2017,1
20079,inspection,2018 / 2019,2018,2019,1
20079,violation,2016 / 2017,2016,2017,2
20079,violation,2018 / 2019,2018,2019,1
20087,inspection,2014 / 2015,2014,2015,1
20087,inspection,2015 / 2016,2015,2016,4
20087,inspection,2016 / 2017,2016,2017,1
20087,inspection,2018 / 2019,2018,2019,2
20087,violation,2014 / 2015,2014,2015,5
20087,violation,2018 / 2019,2018,2019,1
20091,inspection,2013 / 2014,2013,2014,1
20091,inspection,2017 / 2018,2017,2018,1
20091,violation,2013 / 2014,2013,2014,2
20091,violation,2017 / 2018,2017,2018,9
20093,inspection,2014 / 2015,2014,2015,1
20093,violation,2014 / 2015,2014,2015,9
20094,inspection,2013 / 2014,2013,2014,2
20094,inspection,2014 / 2015,2014,2015,2
20094,inspection,2015 / 2016,2015,2016,2
20094,inspection,2016 / 2017,2016,2017,2
20094,inspection,2017 / 2018,2017,2018,2
20094,inspection,2018 / 2019,2018,2019,2
20094,inspection,2019 / 2020,2019,2020,2
20094,violation,2013 / 2014,2013,2014,7
20094,violation,2014 / 2015,2014,2015,4
20094,violation,2015 / 2016,2015,2016,2
20094,violation,2016 / 2017,2016,2017,1
20094,violation,2017 / 2018,2017,2018,7
20094,violation,2019 / 2020,2019,2020,2
20095,inspection,2015 / 2016,2015,2016,2
20095,inspection,2018 / 2019,2018,2019,2
20095,violation,2018 / 2019,2018,2019,1
20096,inspection,2017 / 2018,2017,2018,1
20096,inspection,2018 / 2019,2018,2019,2
20103,inspection,2012 / 2013,2012,2013,1
20103,inspection,2013 / 2014,2013,2014,1
20103,inspection,2014 / 2015,2014,2015,1
20103,inspection,2015 / 2016,2015,2016,2
20103,inspection,2017 / 2018,2017,2018,2
20103,inspection,2018 / 2019,2018,2019,1
20103,inspection,2019 / 2020,2019,2020,1
20103,violation,2012 / 2013,2012,2013,4
20103,violation,2015 / 2016,2015,2016,9
20103,violation,2017 / 2018,2017,2018,3
20106,inspection,2013 / 2014,2013,2014,3
20106,inspection,2016 / 2017,2016,2017,1
20106,inspection,2019 / 2020,2019,2020,1
20106,violation,2013 / 2014,2013,2014,2
20106,violation,2019 / 2020,2019,2020,2
20111,inspection,2016 / 2017,2016,2017,1
20111,violation,2016 / 2017,2016,2017,2
20113,inspection,2014 / 2015,2014,2015,2
20113,inspection,2017 / 2018,2017,2018,3
20113,violation,2017 / 2018,2017,2018,1
20115,enf_action,2013 / 2014,2013,2014,2
20115,enf_action,2014 / 2015,2014,2015,1
20115,enf_action,2016 / 2017,2016,2017,2
20115,enf_action,2017 / 2018,2017,2018,1
20115,inspection,2013 / 2014,2013,2014,3
20115,inspection,2014 / 2015,2014,2015,1
20115,inspection,2015 / 2016,2015,2016,1
20115,inspection,2016 / 2017,2016,2017,3
20115,inspection,2017 / 2018,2017,2018,1
20115,inspection,2018 / 2019,2018,2019,1
20115,inspection,2019 / 2020,2019,2020,3
20115,violation,2013 / 2014,2013,2014,5
20115,violation,2014 / 2015,2014,2015,1
20115,violation,2016 / 2017,2016,2017,4
20115,violation,2017 / 2018,2017,2018,4
20115,violation,2018 / 2019,2018,2019,7
20115,violation,2019 / 2020,2019,2020,1
20123,inspection,2015 / 2016,2015,2016,2
20123,inspection,2017 / 2018,2017,2018,2
20123,inspection,2019 / 2020,2019,2020,2
20123,violation,2015 / 2016,2015,2016,1
20123,violation,2017 / 2018,2017,2018,1
20123,violation,2019 / 2020,2019,2020,1
20132,enf_action,2013 / 2014,2013,2014,1
20132,enf_action,2014 / 2015,2014,2015,1
20132,enf_action,2015 / 2016,2015,2016,2
20132,inspection,2013 / 2014,2013,2014,1
20132,inspection,2014 / 2015,2014,2015,2
20132,inspection,2015 / 2016,2015,2016,4
20132,inspection,2016 / 2017,2016,2017,1
20132,inspection,2018 / 2019,2018,2019,6
20132,inspection,2019 / 2020,2019,2020,1
20132,violation,2013 / 2014,2013,2014,6
20132,violation,2014 / 2015,2014,2015,6
20132,violation,2015 / 2016,2015,2016,18
20132,violation,2016 / 2017,2016,2017,9
20132,violation,2018 / 2019,2018,2019,9
20132,violation,2019 / 2020,2019,2020,9
20147,enf_action,2013 / 2014,2013,2014,2
20147,enf_action,2014 / 2015,2014,2015,2
20147,inspection,2013 / 2014,2013,2014,2
20147,inspection,2014 / 2015,2014,2015,3
20147,inspection,2015 / 2016,2015,2016,3
20147,inspection,2016 / 2017,2016,2017,3
20147,inspection,2017 / 2018,2017,2018,3
20147,inspection,2018 / 2019,2018,2019,4
20147,inspection,2019 / 2020,2019,2020,2
20147,violation,2013 / 2014,2013,2014,4
20147,violation,2014 / 2015,2014,2015,3
20147,violation,2015 / 2016,2015,2016,4
20147,violation,2016 / 2017,2016,2017,1
20147,violation,2017 / 2018,2017,2018,8
20147,violation,2018 / 2019,2018,2019,7
20150,inspection,2013 / 2014,2013,2014,6
20150,inspection,2014 / 2015,2014,2015,2
20150,inspection,2016 / 2017,2016,2017,3
20150,inspection,2018 / 2019,2018,2019,2
20150,violation,2016 / 2017,2016,2017,1
20150,violation,2018 / 2019,2018,2019,3
20219,inspection,2015 / 2016,2015,2016,2
20219,inspection,2018 / 2019,2018,2019,2
20305,inspection,2014 / 2015,2014,2015,2
20305,inspection,2017 / 2018,2017,2018,1
20305,violation,2014 / 2015,2014,2015,3
20307,inspection,2015 / 2016,2015,2016,1
20307,inspection,2019 / 2020,2019,2020,1
20343,inspection,2013 / 2014,2013,2014,2
20343,inspection,2017 / 2018,2017,2018,2
20343,violation,2013 / 2014,2013,2014,1
20343,violation,2017 / 2018,2017,2018,4
20368,inspection,2015 / 2016,2015,2016,2
20368,inspection,2017 / 2018,2017,2018,2
20368,inspection,2019 / 2020,2019,2020,2
20422,inspection,2012 / 2013,2012,2013,2
20422,inspection,2015 / 2016,2015,2016,2
20422,inspection,2017 / 2018,2017,2018,2
20422,inspection,2018 / 2019,2018,2019,2
20422,violation,2012 / 2013,2012,2013,1
20422,violation,2015 / 2016,2015,2016,2
20423,inspection,2014 / 2015,2014,2015,1
20504,inspection,2013 / 2014,2013,2014,1
20504,inspection,2016 / 2017,2016,2017,1
20568,inspection,2014 / 2015,2014,2015,2
20568,inspection,2017 / 2018,2017,2018,1
20568,inspection,2018 / 2019,2018,2019,2
20568,violation,2014 / 2015,2014,2015,2
20568,violation,2017 / 2018,2017,2018,4
20618,inspection,2015 / 2016,2015,2016,3
20618,inspection,2018 / 2019,2018,2019,3
20618,violation,2015 / 2016,2015,2016,13
20618,violation,2018 / 2019,2018,2019,10
20640,inspection,2015 / 2016,2015,2016,1
20640,inspection,2018 / 2019,2018,2019,2
20640,violation,2018 / 2019,2018,2019,3
20666,inspection,2014 / 2015,2014,2015,4
20666,inspection,2019 / 2020,2019,2020,2
20666,violation,2014 / 2015,2014,2015,3
20666,violation,2019 / 2020,2019,2020,4
20689,inspection,2013 / 2014,2013,2014,3
20689,inspection,2016 / 2017,2016,2017,1
20689,inspection,2017 / 2018,2017,2018,2
20689,inspection,2019 / 2020,2019,2020,2
20689,violation,2016 / 2017,2016,2017,1
20689,violation,2017 / 2018,2017,2018,1
20689,violation,2019 / 2020,2019,2020,2
20725,inspection,2013 / 2014,2013,2014,2
20725,inspection,2014 / 2015,2014,2015,1
20725,inspection,2015 / 2016,2015,2016,2
20725,inspection,2016 / 2017,2016,2017,3
20725,inspection,2019 / 2020,2019,2020,2
20725,violation,2013 / 2014,2013,2014,2
20725,violation,2014 / 2015,2014,2015,1
20725,violation,2016 / 2017,2016,2017,1
20740,inspection,2014 / 2015,2014,2015,2
20740,inspection,2016 / 2017,2016,2017,2
20740,inspection,2018 / 2019,2018,2019,1
20740,violation,2014 / 2015,2014,2015,3
20762,inspection,2015 / 2016,2015,2016,1
20762,inspection,2017 / 2018,2017,2018,1
20772,inspection,2014 / 2015,2014,2015,1
20772,inspection,2016 / 2017,2016,2017,1
20772,violation,2014 / 2015,2014,2015,2
20821,inspection,2015 / 2016,2015,2016,2
20821,inspection,2018 / 2019,2018,2019,2
20821,violation,2015 / 2016,2015,2016,2
20821,violation,2018 / 2019,2018,2019,1
20849,enf_action,2016 / 2017,2016,2017,1
20849,enf_action,2017 / 2018,2017,2018,1
20849,inspection,2014 / 2015,2014,2015,1
20849,inspection,2015 / 2016,2015,2016,3
20849,inspection,2016 / 2017,2016,2017,2
20849,inspection,2017 / 2018,2017,2018,3
20849,inspection,2018 / 2019,2018,2019,2
20849,inspection,2019 / 2020,2019,2020,2
20849,violation,2014 / 2015,2014,2015,1
20849,violation,2015 / 2016,2015,2016,12
20849,violation,2016 / 2017,2016,2017,6
20849,violation,2017 / 2018,2017,2018,7
20849,violation,2018 / 2019,2018,2019,9
20849,violation,2019 / 2020,2019,2020,5
20876,inspection,2015 / 2016,2015,2016,1
20876,inspection,2018 / 2019,2018,2019,1
20876,violation,2015 / 2016,2015,2016,13
20876,violation,2018 / 2019,2018,2019,1
20895,inspection,2012 / 2013,2012,2013,2
20895,inspection,2016 / 2017,2016,2017,2
20895,inspection,2019 / 2020,2019,2020,1
20895,violation,2012 / 2013,2012,2013,2
20895,violation,2016 / 2017,2016,2017,5
20895,violation,2019 / 2020,2019,2020,3
20899,inspection,2013 / 2014,2013,2014,1
20899,inspection,2015 / 2016,2015,2016,1
20899,inspection,2016 / 2017,2016,2017,1
20899,inspection,2018 / 2019,2018,2019,1
20899,inspection,2019 / 2020,2019,2020,1
20899,violation,2016 / 2017,2016,2017,6
20904,inspection,2015 / 2016,2015,2016,1
20904,inspection,2017 / 2018,2017,2018,1
20904,inspection,2018 / 2019,2018,2019,3
20904,violation,2015 / 2016,2015,2016,1
20904,violation,2018 / 2019,2018,2019,1
20914,inspection,2014 / 2015,2014,2015,2
20914,inspection,2016 / 2017,2016,2017,1
20914,inspection,2018 / 2019,2018,2019,1
20914,violation,2014 / 2015,2014,2015,3
20914,violation,2016 / 2017,2016,2017,1
20920,inspection,2015 / 2016,2015,2016,1
20920,inspection,2016 / 2017,2016,2017,1
20920,inspection,2018 / 2019,2018,2019,1
20920,violation,2016 / 2017,2016,2017,8
20926,enf_action,2016 / 2017,2016,2017,2
20926,enf_action,2017 / 2018,2017,2018,1
20926,inspection,2013 / 2014,2013,2014,3
20926,inspection,2016 / 2017,2016,2017,2
20926,inspection,2017 / 2018,2017,2018,3
20926,inspection,2018 / 2019,2018,2019,1
20926,violation,2013 / 2014,2013,2014,5
20926,violation,2016 / 2017,2016,2017,2
20926,violation,2017 / 2018,2017,2018,2
20926,violation,2018 / 2019,2018,2019,1
20951,inspection,2015 / 2016,2015,2016,1
20951,inspection,2016 / 2017,2016,2017,1
20951,inspection,2017 / 2018,2017,2018,2
21066,inspection,2013 / 2014,2013,2014,2
21066,inspection,2016 / 2017,2016,2017,1
21066,inspection,2019 / 2020,2019,2020,2
21066,violation,2016 / 2017,2016,2017,1
21066,violation,2019 / 2020,2019,2020,3
21098,inspection,2016 / 2017,2016,2017,1
21098,inspection,2019 / 2020,2019,2020,5
21098,violation,2016 / 2017,2016,2017,12
21098,violation,2019 / 2020,2019,2020,12
21132,inspection,2014 / 2015,2014,2015,2
21132,inspection,2015 / 2016,2015,2016,1
21132,inspection,2017 / 2018,2017,2018,2
21132,violation,2015 / 2016,2015,2016,1
21132,violation,2017 / 2018,2017,2018,2
21168,inspection,2013 / 2014,2013,2014,3
21168,inspection,2014 / 2015,2014,2015,3
21168,inspection,2015 / 2016,2015,2016,1
21168,inspection,2016 / 2017,2016,2017,1
21168,inspection,2017 / 2018,2017,2018,1
21168,violation,2013 / 2014,2013,2014,1
21168,violation,2014 / 2015,2014,2015,2
21168,violation,2016 / 2017,2016,2017,4
21171,inspection,2013 / 2014,2013,2014,1
21171,inspection,2015 / 2016,2015,2016,2
21171,inspection,2018 / 2019,2018,2019,2
21171,violation,2015 / 2016,2015,2016,1
21171,violation,2018 / 2019,2018,2019,2
21224,inspection,2017 / 2018,2017,2018,2
21224,violation,2017 / 2018,2017,2018,3
21230,inspection,2018 / 2019,2018,2019,2
21230,violation,2018 / 2019,2018,2019,5
21285,enf_action,2015 / 2016,2015,2016,1
21285,enf_action,2016 / 2017,2016,2017,1
21285,inspection,2013 / 2014,2013,2014,2
21285,inspection,2014 / 2015,2014,2015,1
21285,inspection,2015 / 2016,2015,2016,1
21285,inspection,2016 / 2017,2016,2017,2
21285,inspection,2017 / 2018,2017,2018,1
21285,violation,2014 / 2015,2014,2015,1
21285,violation,2016 / 2017,2016,2017,3
21347,inspection,2015 / 2016,2015,2016,2
21347,inspection,2017 / 2018,2017,2018,1
21347,inspection,2019 / 2020,2019,2020,2
21347,violation,2015 / 2016,2015,2016,2
21351,inspection,2013 / 2014,2013,2014,2
21351,inspection,2014 / 2015,2014,2015,3
21351,inspection,2015 / 2016,2015,2016,3
21351,inspection,2016 / 2017,2016,2017,3
21351,inspection,2017 / 2018,2017,2018,2
21351,inspection,2018 / 2019,2018,2019,3
21351,inspection,2019 / 2020,2019,2020,5
21351,violation,2016 / 2017,2016,2017,1
21351,violation,2019 / 2020,2019,2020,2
21384,inspection,2014 / 2015,2014,2015,2
21384,inspection,2017 / 2018,2017,2018,3
21384,inspection,2018 / 2019,2018,2019,3
21384,violation,2014 / 2015,2014,2015,3
21384,violation,2018 / 2019,2018,2019,6
21390,inspection,2013 / 2014,2013,2014,1
21390,inspection,2014 / 2015,2014,2015,1
21390,inspection,2015 / 2016,2015,2016,4
21390,inspection,2016 / 2017,2016,2017,2
21390,inspection,2017 / 2018,2017,2018,1
21390,inspection,2018 / 2019,2018,2019,5
21390,inspection,2019 / 2020,2019,2020,7
21390,violation,2015 / 2016,2015,2016,3
21390,violation,2016 / 2017,2016,2017,5
21390,violation,2017 / 2018,2017,2018,1
21390,violation,2018 / 2019,2018,2019,6
21390,violation,2019 / 2020,2019,2020,3
21391,inspection,2012 / 2013,2012,2013,1
21391,inspection,2015 / 2016,2015,2016,1
21391,inspection,2016 / 2017,2016,2017,1
21391,inspection,2018 / 2019,2018,2019,2
21391,inspection,2019 / 2020,2019,2020,1
21391,violation,2015 / 2016,2015,2016,14
21391,violation,2018 / 2019,2018,2019,4
21500,inspection,2012 / 2013,2012,2013,1
21500,inspection,2016 / 2017,2016,2017,1
21500,violation,2012 / 2013,2012,2013,1
21500,violation,2016 / 2017,2016,2017,1
21508,inspection,2015 / 2016,2015,2016,1
21508,inspection,2017 / 2018,2017,2018,2
21508,inspection,2019 / 2020,2019,2020,2
21508,violation,2017 / 2018,2017,2018,1
21512,inspection,2015 / 2016,2015,2016,1
21512,inspection,2018 / 2019,2018,2019,1
21566,inspection,2015 / 2016,2015,2016,3
21566,inspection,2016 / 2017,2016,2017,1
21566,inspection,2017 / 2018,2017,2018,1
21566,inspection,2018 / 2019,2018,2019,1
21566,inspection,2019 / 2020,2019,2020,3
21566,violation,2015 / 2016,2015,2016,4
21566,violation,2016 / 2017,2016,2017,4
21566,violation,2017 / 2018,2017,2018,3
21566,violation,2018 / 2019,2018,2019,3
21566,violation,2019 / 2020,2019,2020,7
21570,inspection,2013 / 2014,2013,2014,6
21570,inspection,2014 / 2015,2014,2015,2
21570,inspection,2015 / 2016,2015,2016,2
21570,inspection,2016 / 2017,2016,2017,7
21570,inspection,2017 / 2018,2017,2018,4
21570,inspection,2018 / 2019,2018,2019,1
21570,inspection,2019 / 2020,2019,2020,11
21570,inspection,2020 / 2021,2020,2021,2
21570,violation,2013 / 2014,2013,2014,1
21570,violation,2015 / 2016,2015,2016,2
21570,violation,2016 / 2017,2016,2017,4
21570,violation,2017 / 2018,2017,2018,2
21570,violation,2018 / 2019,2018,2019,4
21570,violation,2019 / 2020,2019,2020,6
21571,inspection,2013 / 2014,2013,2014,2
21571,inspection,2014 / 2015,2014,2015,2
21571,inspection,2015 / 2016,2015,2016,4
21571,inspection,2016 / 2017,2016,2017,3
21571,inspection,2017 / 2018,2017,2018,2
21571,inspection,2018 / 2019,2018,2019,5
21571,inspection,2019 / 2020,2019,2020,7
21571,inspection,2020 / 2021,2020,2021,3
21571,violation,2014 / 2015,2014,2015,2
21571,violation,2015 / 2016,2015,2016,4
21571,violation,2016 / 2017,2016,2017,1
21571,violation,2017 / 2018,2017,2018,1
21571,violation,2018 / 2019,2018,2019,5
21571,violation,2019 / 2020,2019,2020,2
21571,violation,2020 / 2021,2020,2021,1
21576,enf_action,2013 / 2014,2013,2014,1
21576,enf_action,2014 / 2015,2014,2015,2
21576,inspection,2013 / 2014,2013,2014,1
21576,inspection,2014 / 2015,2014,2015,2
21576,inspection,2016 / 2017,2016,2017,1
21576,inspection,2019 / 2020,2019,2020,1
21576,violation,2013 / 2014,2013,2014,3
21576,violation,2014 / 2015,2014,2015,6
21576,violation,2016 / 2017,2016,2017,2
21576,violation,2019 / 2020,2019,2020,3
21633,inspection,2013 / 2014,2013,2014,2
21633,inspection,2014 / 2015,2014,2015,1
21633,inspection,2017 / 2018,2017,2018,1
21633,violation,2013 / 2014,2013,2014,1
21642,inspection,2015 / 2016,2015,2016,2
21642,inspection,2019 / 2020,2019,2020,2
21680,inspection,2013 / 2014,2013,2014,2
21680,inspection,2014 / 2015,2014,2015,4
21680,inspection,2015 / 2016,2015,2016,1
21680,inspection,2016 / 2017,2016,2017,3
21680,inspection,2017 / 2018,2017,2018,3
21680,inspection,2018 / 2019,2018,2019,1
21680,inspection,2019 / 2020,2019,2020,1
21680,violation,2014 / 2015,2014,2015,29
21680,violation,2015 / 2016,2015,2016,3
21680,violation,2016 / 2017,2016,2017,5
21680,violation,2017 / 2018,2017,2018,11
21680,violation,2018 / 2019,2018,2019,7
21680,violation,2019 / 2020,2019,2020,6
21786,inspection,2013 / 2014,2013,2014,2
21786,inspection,2014 / 2015,2014,2015,3
21786,inspection,2015 / 2016,2015,2016,3
21786,inspection,2016 / 2017,2016,2017,3
21786,inspection,2017 / 2018,2017,2018,3
21786,inspection,2018 / 2019,2018,2019,3
21786,inspection,2019 / 2020,2019,2020,1
21786,violation,2014 / 2015,2014,2015,1
21786,violation,2018 / 2019,2018,2019,1
21789,enf_action,1999 / 2000,1999,2000,2
21789,enf_action,2002 / 2003,2002,2003,1
21789,enf_action,2004 / 2005,2004,2005,2
21789,enf_action,2014 / 2015,2014,2015,1
21789,enf_action,2015 / 2016,2015,2016,1
21789,violation,1999 / 2000,1999,2000,3
21789,violation,2002 / 2003,2002,2003,1
21789,violation,2003 / 2004,2003,2004,3
21789,violation,2013 / 2014,2013,2014,1
21789,violation,2015 / 2016,2015,2016,1
21932,inspection,2013 / 2014,2013,2014,2
21932,inspection,2014 / 2015,2014,2015,5
21932,inspection,2015 / 2016,2015,2016,1
21932,inspection,2016 / 2017,2016,2017,1
21932,inspection,2017 / 2018,2017,2018,3
21932,inspection,2018 / 2019,2018,2019,3
21932,inspection,2019 / 2020,2019,2020,1
21932,violation,2014 / 2015,2014,2015,1
21932,violation,2015 / 2016,2015,2016,1
21932,violation,2018 / 2019,2018,2019,12
21941,inspection,2014 / 2015,2014,2015,3
21941,inspection,2015 / 2016,2015,2016,4
21941,inspection,2016 / 2017,2016,2017,3
21941,inspection,2017 / 2018,2017,2018,3
21941,inspection,2018 / 2019,2018,2019,3
21941,inspection,2019 / 2020,2019,2020,1
21941,violation,2014 / 2015,2014,2015,2
21941,violation,2015 / 2016,2015,2016,2
21950,inspection,2013 / 2014,2013,2014,1
21950,inspection,2014 / 2015,2014,2015,1
21950,inspection,2015 / 2016,2015,2016,1
21950,inspection,2016 / 2017,2016,2017,3
21950,inspection,2017 / 2018,2017,2018,1
21950,inspection,2018 / 2019,2018,2019,1
21950,inspection,2019 / 2020,2019,2020,1
21950,violation,2016 / 2017,2016,2017,3
21984,inspection,2015 / 2016,2015,2016,1
21984,violation,2015 / 2016,2015,2016,9
22014,enf_action,2013 / 2014,2013,2014,1
22014,enf_action,2014 / 2015,2014,2015,1
22014,enf_action,2015 / 2016,2015,2016,1
22014,enf_action,2016 / 2017,2016,2017,3
22014,enf_action,2018 / 2019,2018,2019,1
22014,inspection,2013 / 2014,2013,2014,1
22014,inspection,2014 / 2015,2014,2015,2
22014,inspection,2015 / 2016,2015,2016,1
22014,inspection,2016 / 2017,2016,2017,2
22014,inspection,2017 / 2018,2017,2018,1
22014,inspection,2018 / 2019,2018,2019,2
22014,inspection,2019 / 2020,2019,2020,1
22014,violation,2013 / 2014,2013,2014,3
22014,violation,2014 / 2015,2014,2015,16
22014,violation,2015 / 2016,2015,2016,15
22014,violation,2016 / 2017,2016,2017,14
22014,violation,2017 / 2018,2017,2018,8
22014,violation,2018 / 2019,2018,2019,4
22014,violation,2019 / 2020,2019,2020,12
22019,enf_action,2013 / 2014,2013,2014,1
22019,enf_action,2014 / 2015,2014,2015,1
22019,enf_action,2015 / 2016,2015,2016,1
22019,enf_action,2017 / 2018,2017,2018,1
22019,inspection,2013 / 2014,2013,2014,1
22019,inspection,2014 / 2015,2014,2015,1
22019,inspection,2015 / 2016,2015,2016,1
22019,inspection,2017 / 2018,2017,2018,1
22019,violation,2013 / 2014,2013,2014,2
22019,violation,2014 / 2015,2014,2015,8
22019,violation,2015 / 2016,2015,2016,3
22019,violation,2017 / 2018,2017,2018,11
22043,inspection,2015 / 2016,2015,2016,1
22043,violation,2015 / 2016,2015,2016,12
22049,inspection,2015 / 2016,2015,2016,1
22049,inspection,2018 / 2019,2018,2019,2
22049,inspection,2019 / 2020,2019,2020,1
22049,violation,2018 / 2019,2018,2019,5
22050,inspection,2015 / 2016,2015,2016,1
22050,inspection,2018 / 2019,2018,2019,2
22050,violation,2015 / 2016,2015,2016,8
22050,violation,2018 / 2019,2018,2019,2
22170,inspection,2013 / 2014,2013,2014,2
22170,inspection,2016 / 2017,2016,2017,2
22174,inspection,2013 / 2014,2013,2014,1
22174,inspection,2015 / 2016,2015,2016,3
22174,inspection,2019 / 2020,2019,2020,1
22174,violation,2015 / 2016,2015,2016,1
22178,inspection,2016 / 2017,2016,2017,2
22178,violation,2016 / 2017,2016,2017,2
22247,inspection,2013 / 2014,2013,2014,1
22247,inspection,2014 / 2015,2014,2015,1
22247,inspection,2015 / 2016,2015,2016,3
22247,inspection,2016 / 2017,2016,2017,1
22247,inspection,2017 / 2018,2017,2018,1
22247,inspection,2019 / 2020,2019,2020,3
22247,violation,2013 / 2014,2013,2014,2
22247,violation,2015 / 2016,2015,2016,7
22247,violation,2019 / 2020,2019,2020,1
22287,inspection,2013 / 2014,2013,2014,1
22287,inspection,2017 / 2018,2017,2018,1
22287,inspection,2019 / 2020,2019,2020,1
22287,violation,2017 / 2018,2017,2018,3
22287,violation,2019 / 2020,2019,2020,3
22302,inspection,2015 / 2016,2015,2016,2
22302,inspection,2019 / 2020,2019,2020,2
22302,violation,2015 / 2016,2015,2016,13
22302,violation,2019 / 2020,2019,2020,5
22335,inspection,2013 / 2014,2013,2014,1
22335,inspection,2015 / 2016,2015,2016,1
22335,inspection,2017 / 2018,2017,2018,1
22335,inspection,2019 / 2020,2019,2020,1
22338,inspection,2013 / 2014,2013,2014,1
22338,inspection,2016 / 2017,2016,2017,2
22338,inspection,2019 / 2020,2019,2020,1
22338,violation,2016 / 2017,2016,2017,14
